timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1527545834.230155,0.219952,0.498644,1.982061,-0.098525,-0.063493,-0.105282,0.191615,-0.478235,-0.857073,-0.014903,-0.011847,0.080370,-15.411234,-46.319130,-8.916599,,,,,,,
,,,,,,,,,,,,,,,,6.233323,-75.540293,1631.504307,0.450000,20.390625,1527545834.998992,
1527545835.230591,1.274104,0.355727,1.852724,0.227991,0.163756,0.112530,0.896437,-0.348271,-0.274055,-0.069625,0.084813,0.007942,8.736166,-47.014977,-15.537373,,,,,,,
,,,,,,,,,,,,,,,,6.233332,-75.540304,1630.578526,1.560000,335.742188,1527545835.998973,
1527545836.231009,1.305243,0.373520,1.802266,0.066349,-0.086882,0.025953,0.898413,-0.364895,-0.244347,0.006891,0.026714,-0.019843,8.989416,-43.417549,-10.880161,,,,,,,
,,,,,,,,,,,,,,,,6.233334,-75.540318,1629.697178,1.560000,321.679688,1527545836.998952,
1527545837.231439,0.693752,0.002173,1.899771,-0.065960,0.311913,-0.037179,0.639425,-0.002173,-0.768850,-0.040441,0.000845,0.083273,7.778494,-36.882805,-27.955341,,,,,,,
,,,,,,,,,,,,,,,,6.233330,-75.540327,1628.223057,0.730000,306.562500,1527545837.998932,
1527545838.231882,0.820312,0.072066,1.872905,-0.056371,0.136581,-0.019355,0.729460,-0.072004,-0.680223,0.020327,-0.053438,-0.065078,10.955496,-42.213661,-22.590916,,,,,,,
,,,,,,,,,,,,,,,,6.233332,-75.540332,1627.115635,0.730000,319.570312,1527545838.998912,
1527545839.232314,0.832705,0.092992,1.882446,0.110971,0.083857,-0.236251,0.736557,-0.092858,-0.669969,0.013015,0.053888,0.040574,11.579992,-39.364021,-23.113163,,,,,,,
,,,,,,,,,,,,,,,,6.233338,-75.540338,1627.237217,1.070000,320.625000,1527545839.998891,
1527545840.232838,0.839269,0.095181,1.908234,0.081661,-0.016407,0.103052,0.740785,-0.095037,-0.664982,-0.030764,0.085562,0.000187,7.935003,-35.463509,-16.852894,,,,,,,
,,,,,,,,,,,,,,,,6.233348,-75.540356,1627.572666,1.960000,315.000000,1527545840.998871,
1527545841.233278,0.848727,0.095330,1.910363,0.032939,0.007394,-0.070206,0.747030,-0.095186,-0.657936,-0.056753,0.047151,-0.024788,7.286154,-32.387871,-16.840656,,,,,,,
,,,,,,,,,,,,,,,,6.233362,-75.540378,1628.286533,2.400000,309.023438,1527545841.998849,
1527545842.233701,0.857122,0.093165,1.714804,0.194792,0.009769,-0.107914,0.752681,-0.093031,-0.651775,-0.003581,-0.024874,0.099223,9.246237,-30.818090,-10.325459,,,,,,,
,,,,,,,,,,,,,,,,6.233376,-75.540404,1629.792881,2.370000,307.617188,1527545842.998828,
1527545843.234135,0.865854,0.101438,1.677112,-0.127281,-0.120446,0.177295,0.757731,-0.101264,-0.644656,-0.060969,0.129463,0.040683,12.462164,-32.168892,-15.151340,,,,,,,
,,,,,,,,,,,,,,,,6.233390,-75.540427,1629.598057,2.370000,307.617188,1527545843.998806,
1527545844.234569,0.847129,0.100385,1.672588,0.072698,0.045687,-0.036212,0.745607,-0.100216,-0.658802,-0.015886,0.095334,0.099583,12.455984,-32.993065,-16.803364,,,,,,,
,,,,,,,,,,,,,,,,6.233401,-75.540448,1628.588535,2.330000,310.078125,1527545844.998784,
1527545845.235017,0.910419,0.094143,1.656244,-0.037193,-0.268051,0.052808,0.786261,-0.094004,-0.610696,0.004068,-0.025381,-0.062949,11.343298,-31.194906,-10.866077,,,,,,,
,,,,,,,,,,,,,,,,6.233413,-75.540466,1627.198643,2.280000,313.242188,1527545845.998763,
1527545846.235461,0.903555,0.124505,1.633334,0.067766,0.106740,-0.166830,0.779448,-0.124184,-0.614029,-0.103804,0.066597,0.111557,11.195059,-30.821188,-8.014103,,,,,,,
,,,,,,,,,,,,,,,,6.233426,-75.540483,1626.373447,2.410000,311.132812,1527545846.998739,
1527545847.235875,0.949128,0.143925,1.607867,0.139146,0.139448,-0.161962,0.804500,-0.143429,-0.576369,0.005696,-0.051945,0.048506,7.561209,-26.091604,-9.926853,,,,,,,
,,,,,,,,,,,,,,,,6.233439,-75.540499,1626.271885,2.410000,310.781250,1527545847.998717,
1527545848.236290,0.955540,0.178435,1.615529,0.100674,0.130468,-0.075267,0.803657,-0.177490,-0.568002,-0.009009,0.125076,0.021463,10.133413,-30.980413,12.542934,,,,,,,
,,,,,,,,,,,,,,,,6.233453,-75.540518,1626.298252,2.480000,308.671875,1527545848.998695,
1527545849.236709,0.822958,0.206141,1.606483,-0.206291,-0.449634,0.598336,0.717636,-0.204685,-0.665656,-0.120270,0.053211,0.061621,-2.645090,1.428370,20.513393,,,,,,,
,,,,,,,,,,,,,,,,6.233467,-75.540535,1628.339268,2.570000,307.968750,1527545849.998672,
1527545850.237148,0.936027,0.254048,1.441457,-0.074621,-0.076424,0.292823,0.779361,-0.251324,-0.573957,-0.072971,0.207684,-0.047030,-3.047617,-1.275763,29.584454,,,,,,,
,,,,,,,,,,,,,,,,6.233484,-75.540558,1628.728916,3.220000,306.914062,1527545850.998649,
1527545851.237536,0.986349,0.272219,1.296485,0.095092,0.048420,0.090439,0.803303,-0.268870,-0.531420,0.046444,-0.145635,-0.015379,10.165182,9.432795,36.043743,,,,,,,
,,,,,,,,,,,,,,,,6.233504,-75.540586,1628.440342,3.830000,307.265625,1527545851.998626,
1527545852.237982,1.035870,0.266663,1.281012,-0.171836,0.234473,-0.111070,0.829896,-0.263513,-0.491758,0.025344,-0.115866,-0.053591,-5.272806,11.244852,42.831341,,,,,,,
,,,,,,,,,,,,,,,,6.233525,-75.540616,1628.248447,3.660000,306.914062,1527545852.998602,
1527545853.238416,1.082477,0.252684,1.306545,-0.315947,-0.098974,0.269888,0.855074,-0.250004,-0.454242,0.005781,-0.058270,0.033085,-12.277689,7.652506,41.521389,,,,,,,
,,,,,,,,,,,,,,,,6.233547,-75.540646,1627.497471,3.680000,307.265625,1527545853.998580,
1527545854.238799,0.885785,0.252904,1.414512,-0.400322,-0.159979,-0.102716,0.749775,-0.250217,-0.612554,0.186306,0.010455,0.040075,-23.531885,8.105692,57.651287,,,,,,,
,,,,,,,,,,,,,,,,6.233569,-75.540677,1626.824619,3.680000,309.726562,1527545854.998556,
1527545855.239248,0.663627,0.286847,1.758526,-0.406931,0.417576,0.190349,0.590808,-0.282929,-0.755574,0.030225,-0.010619,-0.188289,0.873800,3.054911,60.392818,,,,,,,
,,,,,,,,,,,,,,,,6.233591,-75.540709,1626.483067,3.860000,308.671875,1527545855.998532,
1527545856.239631,0.679964,0.286048,1.758225,-0.085342,-0.045126,-0.279071,0.603215,-0.282163,-0.745997,0.059825,0.001660,0.007213,1.176641,2.834330,50.940151,,,,,,,
,,,,,,,,,,,,,,,,6.233612,-75.540739,1626.285313,3.860000,307.968750,1527545856.998509,
1527545857.240042,0.736855,0.298208,1.672618,0.035707,0.030972,0.161707,0.642304,-0.293808,-0.707899,-0.040146,-0.050171,0.062879,0.325399,-0.611776,44.862514,,,,,,,
,,,,,,,,,,,,,,,,6.233630,-75.540768,1626.181065,3.560000,304.453125,1527545857.998485,
1527545858.240474,0.741138,0.289746,1.650668,-0.142916,-0.374437,-0.072277,0.646986,-0.285709,-0.706950,-0.047605,-0.050046,-0.003911,5.896215,1.783121,43.929501,,,,,,,
,,,,,,,,,,,,,,,,6.233646,-75.540797,1625.330235,3.560000,305.156250,1527545858.998461,
1527545859.240894,0.764474,0.326837,1.411993,0.577816,0.349417,0.502074,0.655516,-0.321049,-0.683539,-0.037993,-0.014278,0.071631,7.044638,-5.110998,29.879223,,,,,,,
,,,,,,,,,,,,,,,,6.233662,-75.540822,1625.816319,3.560000,307.617188,1527545859.998437,
1527545860.241289,0.675683,0.320722,1.234458,0.090944,-0.172684,-0.148305,0.593538,-0.315251,-0.740492,-0.027697,-0.028651,-0.018617,8.978460,-7.285635,25.285244,,,,,,,
,,,,,,,,,,,,,,,,6.233678,-75.540847,1626.036045,3.510000,307.265625,1527545860.998413,
1527545861.241693,0.625421,0.510038,1.099595,0.387401,0.557412,0.063076,0.510927,-0.488210,-0.707534,-0.013048,0.066839,0.070403,11.804663,-1.288229,24.830456,,,,,,,
,,,,,,,,,,,,,,,,6.233697,-75.540876,1626.296787,3.820000,307.968750,1527545861.998389,
1527545862.242108,0.568966,-0.218882,0.882565,1.356786,-1.219820,-0.707240,0.525906,0.217138,-0.822358,-0.044842,-0.108373,-0.047424,8.565451,-11.859365,23.551708,,,,,,,
,,,,,,,,,,,,,,,,6.233716,-75.540904,1625.756260,3.730000,305.859375,1527545862.998365,
1527545863.242519,0.209233,0.082318,0.845456,0.036435,-0.153936,-0.055670,0.207006,-0.082225,-0.974878,-0.065817,0.017390,0.106043,17.153997,-6.995733,29.128750,,,,,,,
,,,,,,,,,,,,,,,,6.233735,-75.540934,1625.395908,3.820000,305.507812,1527545863.998341,
1527545864.242924,0.334578,0.167077,0.773114,0.174151,0.606207,-0.130304,0.323798,-0.166300,-0.931396,-0.033637,0.180964,0.074890,9.745443,-4.964148,30.760677,,,,,,,
,,,,,,,,,,,,,,,,6.233753,-75.540961,1626.767246,3.730000,303.750000,1527545864.998317,
1527545865.243320,0.499404,0.266765,0.713925,0.185247,0.074840,0.112923,0.461962,-0.263612,-0.846817,-0.025927,0.011186,0.029129,11.885504,-9.686102,20.383892,,,,,,,
,,,,,,,,,,,,,,,,6.233769,-75.540989,1625.786777,3.650000,305.156250,1527545865.998293,
1527545866.243717,0.512661,0.264836,0.700534,-0.410350,0.231641,-0.030310,0.473396,-0.261751,-0.841060,-0.068138,-0.035109,-0.105763,6.479681,-19.651800,12.596828,,,,,,,
,,,,,,,,,,,,,,,,6.233787,-75.541021,1625.642979,3.970000,304.453125,1527545866.998267,
1527545867.244103,0.492866,0.250619,0.712074,-0.058474,-0.113760,0.036990,0.458371,-0.248003,-0.853457,-0.064267,-0.091596,-0.012326,4.980581,-19.426321,14.632885,,,,,,,
,,,,,,,,,,,,,,,,6.233806,-75.541057,1626.236240,3.970000,301.640625,1527545867.998243,
1527545868.244516,0.567280,0.249578,0.600975,0.314203,-0.317852,-0.106072,0.520691,-0.246995,-0.817235,0.117126,-0.142226,-0.018946,11.200659,-1.812185,23.933376,,,,,,,
,,,,,,,,,,,,,,,,6.233829,-75.541094,1626.341709,4.450000,301.640625,1527545868.998219,
1527545869.244905,0.590244,0.270948,0.554539,-0.169488,0.310778,-0.395344,0.536258,-0.267645,-0.800495,0.105084,-0.192163,-0.195309,12.261206,-0.315420,28.279705,,,,,,,
,,,,,,,,,,,,,,,,6.233853,-75.541131,1626.017490,4.690000,303.046875,1527545869.998195,
1527545870.245316,0.598395,0.277511,0.501350,0.193318,-0.121582,-0.060444,0.541764,-0.273963,-0.794628,0.055907,-0.119805,0.043194,14.256491,5.007624,28.204037,,,,,,,
,,,,,,,,,,,,,,,,6.233875,-75.541162,1624.657139,3.720000,307.265625,1527545870.998170,
1527545871.245704,0.633673,0.284151,0.430901,0.492990,-0.204484,-0.041110,0.568365,-0.280342,-0.773543,0.127482,-0.114204,0.041060,8.309546,1.942682,19.988003,,,,,,,
,,,,,,,,,,,,,,,,6.233896,-75.541190,1625.014561,3.830000,306.210938,1527545871.998147,
1527545872.246097,0.564975,0.328100,0.494210,0.288849,-0.029081,-0.199379,0.506834,-0.322245,-0.799547,-0.066618,0.075037,0.103884,2.114965,-2.483084,33.895306,,,,,,,
,,,,,,,,,,,,,,,,6.233920,-75.541220,1625.655186,3.830000,307.968750,1527545872.998122,
1527545873.246509,0.615957,0.351711,0.458220,0.080046,-0.023210,-0.033576,0.542373,-0.344505,-0.766255,0.069673,-0.011269,-0.038021,7.616613,0.438242,30.264095,,,,,,,
,,,,,,,,,,,,,,,,6.233946,-75.541255,1626.122471,4.370000,304.804688,1527545873.998097,
1527545874.246891,0.564076,0.392883,0.440169,-0.285499,0.061441,-0.183794,0.493901,-0.382854,-0.780695,0.025524,0.100383,-0.078162,2.209249,8.765497,36.547756,,,,,,,
,,,,,,,,,,,,,,,,6.233972,-75.541290,1625.959873,4.480000,305.859375,1527545874.998072,
1527545875.247265,0.602376,0.398706,0.423415,0.196938,0.113908,-0.376174,0.522160,-0.388227,-0.759361,0.125149,-0.130908,-0.088661,0.892965,13.262308,45.568218,,,,,,,
,,,,,,,,,,,,,,,,6.233995,-75.541324,1624.826328,4.400000,304.804688,1527545875.998047,
1527545876.247689,0.605823,0.395864,0.438474,-0.250040,-0.036946,0.371833,0.525400,-0.385606,-0.758461,-0.116617,0.161866,0.145424,1.329031,11.983805,51.711956,,,,,,,
,,,,,,,,,,,,,,,,6.234015,-75.541355,1623.381748,4.400000,306.914062,1527545876.998024,
1527545877.248090,0.606766,0.391232,0.438317,-0.381986,-0.106201,0.232052,0.527129,-0.381328,-0.759424,-0.015288,-0.004903,-0.066397,6.344030,10.332819,43.647732,,,,,,,
,,,,,,,,,,,,,,,,6.234035,-75.541383,1623.689121,3.840000,307.968750,1527545877.997998,
1527545878.248468,0.629703,0.390096,0.409836,-0.000417,0.060851,-0.082781,0.544662,-0.380277,-0.747484,-0.033981,0.061460,0.083818,6.897818,13.856104,45.977673,,,,,,,
,,,,,,,,,,,,,,,,6.234056,-75.541411,1623.250645,3.840000,308.320312,1527545878.997974,
1527545879.248845,0.651082,0.392651,0.388690,0.266214,0.152955,-0.164114,0.559926,-0.382639,-0.734895,-0.025441,-0.071600,0.041703,7.868292,3.810999,34.245770,,,,,,,
,,,,,,,,,,,,,,,,6.234078,-75.541438,1622.662266,3.930000,308.320312,1527545879.997949,
1527545880.249260,0.607980,0.403289,0.444047,-0.162516,0.567276,-0.547578,0.525386,-0.392445,-0.754955,-0.067683,0.046605,-0.086888,4.710775,2.914255,34.040630,,,,,,,
,,,,,,,,,,,,,,,,6.234097,-75.541465,1621.952549,3.670000,307.265625,1527545880.997924,
1527545881.249643,0.629119,0.416163,0.382674,-0.036860,0.243581,-0.132261,0.538208,-0.404254,-0.739534,-0.017929,-0.066922,0.015016,1.272497,4.267908,33.618069,,,,,,,
,,,,,,,,,,,,,,,,6.234114,-75.541488,1621.352940,3.670000,307.617188,1527545881.997900,
1527545882.250008,0.605896,0.407271,0.419286,-0.063012,0.407433,-0.336354,0.522916,-0.396105,-0.754757,-0.049192,-0.042829,-0.099430,-4.458841,0.301020,28.848278,,,,,,,
,,,,,,,,,,,,,,,,6.234131,-75.541510,1621.414463,3.350000,307.968750,1527545882.997874,
1527545883.250409,0.609545,0.403788,0.398732,-0.023961,0.057132,0.004267,0.526454,-0.392904,-0.753971,-0.025645,-0.009287,0.048893,1.232962,-0.158957,37.432293,,,,,,,
,,,,,,,,,,,,,,,,6.234148,-75.541532,1621.223545,3.320000,309.023438,1527545883.997850,
1527545884.250826,0.588136,0.415324,0.427013,0.230383,0.484223,-0.051610,0.507644,-0.403486,-0.761246,0.011124,-0.084292,-0.066100,1.633734,2.692163,34.361614,,,,,,,
,,,,,,,,,,,,,,,,6.234166,-75.541556,1621.159824,3.320000,307.968750,1527545884.997825,
1527545885.251181,0.566899,0.380104,0.461800,-0.030896,0.080921,-0.136989,0.498689,-0.371017,-0.783362,-0.022508,-0.023514,0.027517,0.145941,4.341852,37.976147,,,,,,,
,,,,,,,,,,,,,,,,6.234187,-75.541584,1621.384678,3.630000,307.265625,1527545885.997800,
1527545886.251597,0.576419,0.373180,0.461516,0.265400,-0.193434,0.070834,0.507512,-0.364579,-0.780713,0.031489,-0.042679,0.019727,-3.810511,16.188654,52.283443,,,,,,,
,,,,,,,,,,,,,,,,6.234207,-75.541611,1621.117832,3.630000,306.914062,1527545886.997776,
1527545887.251974,0.575618,0.369268,0.476366,0.371557,0.013628,0.113444,0.507659,-0.360933,-0.782310,-0.150817,0.060274,0.213981,-3.109369,19.634790,58.587154,,,,,,,
,,,,,,,,,,,,,,,,6.234230,-75.541638,1620.314854,3.520000,307.265625,1527545887.997751,
1527545888.252336,0.583928,0.356442,0.470259,0.147078,0.217489,-0.327449,0.516652,-0.348942,-0.781863,0.011943,0.083103,-0.059720,-7.402262,17.315912,54.936413,,,,,,,
,,,,,,,,,,,,,,,,6.234253,-75.541663,1619.281651,3.470000,306.914062,1527545888.997725,
1527545889.252752,0.588636,0.366844,0.456773,-0.131379,0.236424,0.063103,0.518284,-0.358671,-0.776361,-0.136387,0.114149,0.181543,0.324636,-1.207464,36.236019,,,,,,,
,,,,,,,,,,,,,,,,6.234278,-75.541688,1617.922520,3.440000,306.914062,1527545889.997701,
1527545890.253106,0.625009,0.353449,0.414523,0.239627,0.251806,-0.192800,0.548936,-0.346136,-0.760828,0.044707,-0.213664,-0.015341,-6.745661,14.917261,50.950817,,,,,,,
,,,,,,,,,,,,,,,,6.234299,-75.541711,1618.085361,3.250000,306.914062,1527545890.997676,
1527545891.253518,0.640342,0.345615,0.394267,0.387422,0.315008,-0.628447,0.562139,-0.338776,-0.754472,0.139628,-0.011032,-0.054075,1.156469,8.763773,42.105129,,,,,,,
,,,,,,,,,,,,,,,,6.234322,-75.541733,1617.944248,3.450000,308.320312,1527545891.997651,
1527545892.253881,0.656005,0.332867,0.333720,0.383970,0.044714,-0.696139,0.576475,-0.326754,-0.748937,0.062456,0.062396,-0.152323,-1.366205,12.214289,46.106411,,,,,,,
,,,,,,,,,,,,,,,,6.234343,-75.541755,1616.708164,3.250000,310.078125,1527545892.997626,
1527545893.254286,0.673159,0.351405,0.214247,0.238849,0.265493,-0.657583,0.585359,-0.344217,-0.734076,0.170103,0.026269,-0.250863,2.453436,2.537378,42.305477,,,,,,,
,,,,,,,,,,,,,,,,6.234367,-75.541776,1616.874668,3.450000,314.296875,1527545893.997602,
1527545894.254668,0.676859,0.362523,0.038855,-0.061835,-0.159402,0.247552,0.585638,-0.354635,-0.728877,-0.058966,0.058736,0.125148,8.467428,4.255747,43.542675,,,,,,,
,,,,,,,,,,,,,,,,6.234393,-75.541797,1617.836338,3.360000,317.460938,1527545894.997576,
1527545895.255045,0.709139,0.396272,-0.153971,-0.056840,-0.216989,0.211517,0.600718,-0.385982,-0.700111,-0.016505,0.006679,0.002982,11.085424,12.798517,52.770702,,,,,,,
,,,,,,,,,,,,,,,,6.234419,-75.541813,1614.993565,3.490000,324.843750,1527545895.997551,
1527545896.255427,0.735699,0.391031,-0.346130,0.432462,-0.100768,-0.197748,0.620448,-0.381141,-0.685401,0.071996,0.109642,0.015037,9.733725,22.019785,62.928219,,,,,,,
,,,,,,,,,,,,,,,,6.234449,-75.541823,1613.891514,3.490000,331.875000,1527545896.997526,
1527545897.255810,0.787023,0.390564,-0.599651,0.119084,-0.189773,0.044823,0.654919,-0.380710,-0.652794,0.109851,-0.111554,0.052575,9.832327,33.867577,67.157150,,,,,,,
,,,,,,,,,,,,,,,,6.234480,-75.541831,1613.646397,3.440000,338.554688,1527545897.997501,
1527545898.256195,0.797568,0.395139,-0.769510,0.194860,-0.198356,-0.127441,0.660513,-0.384937,-0.644629,-0.001394,-0.010266,-0.002313,3.075705,51.641624,82.548874,,,,,,,
,,,,,,,,,,,,,,,,6.234513,-75.541838,1614.349277,3.310000,342.421875,1527545898.997477,
1527545899.256590,0.824091,0.381502,-0.998256,0.461823,0.067353,-0.571430,0.681165,-0.372315,-0.630393,0.056734,-0.137924,0.027350,1.939230,68.289787,88.523453,,,,,,,
,,,,,,,,,,,,,,,,6.234546,-75.541837,1615.007725,3.270000,354.375000,1527545899.997451,
1527545900.256968,0.804303,0.377228,-1.096088,0.456601,0.029469,-0.497734,0.669699,-0.368345,-0.644844,0.067239,-0.176622,-0.076805,10.662039,70.757896,84.868561,,,,,,,
,,,,,,,,,,,,,,,,6.234580,-75.541827,1614.803379,3.570000,10.195312,1527545900.997426,
1527545901.257352,0.809669,0.402273,-1.159969,0.259742,0.077955,-0.086035,0.666260,-0.391510,-0.634679,-0.003952,0.009324,-0.040843,15.286047,76.082024,77.349503,,,,,,,
,,,,,,,,,,,,,,,,6.234617,-75.541809,1615.247715,3.960000,23.906250,1527545901.997400,
1527545902.261662,0.112756,-0.370814,-1.039137,2.918258,0.152844,1.031214,0.104870,0.362374,-0.926114,0.076954,-0.119607,-0.024493,64.217979,18.058222,77.086929,,,,,,,
,,,,,,,,,,,,,,,,6.234654,-75.541787,1615.729160,3.960000,27.421875,1527545902.997377,
1527545903.262032,0.029832,0.394207,-1.141882,0.217112,-0.890557,0.489374,0.027539,-0.384076,-0.922891,0.143390,0.123319,0.081918,39.991188,31.689783,12.415600,,,,,,,
,,,,,,,,,,,,,,,,6.234686,-75.541765,1615.813633,3.960000,28.828125,1527545903.997351,
1527545904.262437,0.331081,0.311975,-1.158988,0.307636,0.169557,0.425550,0.309374,-0.306939,-0.900042,-0.186663,0.074059,0.232134,43.597694,23.809671,15.445660,,,,,,,
,,,,,,,,,,,,,,,,6.234717,-75.541745,1615.586826,3.750000,30.234375,1527545904.997326,
1527545905.262805,0.417587,0.326822,-1.141955,0.836780,0.389566,-0.027908,0.384088,-0.321034,-0.865686,-0.096872,-0.164882,0.083322,40.568001,19.990458,9.907314,,,,,,,
,,,,,,,,,,,,,,,,6.234752,-75.541723,1615.187901,3.990000,31.289062,1527545905.997301,
1527545906.263172,0.428407,0.287403,-1.124499,0.214637,0.227611,-0.383495,0.398383,-0.283463,-0.872319,0.081308,-0.003128,-0.111690,39.417809,26.585382,22.381847,,,,,,,
,,,,,,,,,,,,,,,,6.234786,-75.541702,1614.787510,3.990000,31.640625,1527545906.997276,
1527545907.263559,0.439263,0.296553,-1.106871,-0.276642,0.171651,-0.261829,0.406709,-0.292225,-0.865559,-0.141710,-0.007656,-0.015530,38.918007,20.438318,17.494976,,,,,,,
,,,,,,,,,,,,,,,,6.234817,-75.541680,1614.533604,3.820000,31.640625,1527545907.997251,
1527545908.263940,0.479065,0.292806,-1.168378,0.079257,-0.114633,-0.053586,0.441330,-0.288640,-0.849655,0.072067,-0.140269,-0.018188,36.604271,21.641672,15.414181,,,,,,,
,,,,,,,,,,,,,,,,6.234848,-75.541659,1614.570225,3.790000,31.289062,1527545908.997227,
1527545909.264405,0.473518,0.279602,-1.161174,0.062764,0.319168,-0.472947,0.438310,-0.275973,-0.855408,0.077940,-0.172361,-0.042816,36.976662,21.266870,14.285641,,,,,,,
,,,,,,,,,,,,,,,,6.234878,-75.541639,1613.430576,3.790000,31.289062,1527545909.997201,
1527545910.264753,0.478386,0.295522,-1.157693,-0.057303,-0.096849,-0.002496,0.440391,-0.291240,-0.849255,-0.019050,0.038493,0.003323,35.480080,21.643579,13.847057,,,,,,,
,,,,,,,,,,,,,,,,6.234908,-75.541620,1613.965000,3.580000,30.234375,1527545910.997176,
1527545911.265121,0.501984,0.309505,-1.198001,-0.130402,0.230657,0.398626,0.458303,-0.304587,-0.834976,-0.020925,-0.040749,0.077392,34.494911,20.444605,13.775951,,,,,,,
,,,,,,,,,,,,,,,,6.234938,-75.541602,1614.401035,3.580000,30.585938,1527545911.997152,
1527545912.265545,0.452777,0.269056,-1.126523,0.056075,0.017758,-0.169907,0.421726,-0.265822,-0.866883,-0.022388,-0.009447,-0.063339,36.799583,18.116739,14.879009,,,,,,,
,,,,,,,,,,,,,,,,6.234967,-75.541585,1614.436924,3.520000,30.937500,1527545912.997127,
1527545913.265899,0.422015,0.264603,-1.096225,-0.155089,0.104522,0.015911,0.395344,-0.261526,-0.880515,0.010494,-0.056635,0.017631,36.607140,22.239450,19.840664,,,,,,,
,,,,,,,,,,,,,,,,6.234996,-75.541570,1613.786289,3.520000,29.179688,1527545913.997101,
1527545914.266272,0.376701,0.254134,-0.993057,-0.149058,0.018625,0.060108,0.356040,-0.251408,-0.900016,-0.071708,0.115559,-0.004555,39.313805,22.912699,17.948406,,,,,,,
,,,,,,,,,,,,,,,,6.235024,-75.541556,1613.936436,3.330000,27.773438,1527545914.997076,
1527545915.266684,0.351260,0.237132,-0.908821,0.279021,-0.107995,0.590170,0.334452,-0.234916,-0.912664,-0.030573,0.105094,0.109747,36.315346,23.363398,22.545513,,,,,,,
,,,,,,,,,,,,,,,,6.235051,-75.541544,1614.179600,3.070000,25.312500,1527545915.997051,
1527545916.267030,0.332879,0.218932,-0.801175,-0.083548,-0.458975,0.473316,0.318965,-0.217187,-0.922546,0.184590,-0.035559,-0.154832,35.778618,21.939310,21.795712,,,,,,,
,,,,,,,,,,,,,,,,6.235078,-75.541534,1614.678135,3.430000,21.445312,1527545916.997025,
1527545917.267423,0.228706,0.253372,-0.701977,-0.159988,-0.192830,0.498465,0.219479,-0.250669,-0.942865,0.008472,-0.050554,-0.043051,35.105492,12.868967,13.827740,,,,,,,
,,,,,,,,,,,,,,,,6.235109,-75.541526,1613.989170,3.430000,12.304688,1527545917.997001,
1527545918.267766,0.234535,0.250724,-0.560710,0.142558,0.002167,0.401698,0.225125,-0.248105,-0.942212,-0.002118,0.038510,0.026364,37.817924,14.514688,16.962872,,,,,,,
