timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,6.247151,-75.569335,1524.000000,-1.000000,-1.000000,1527538194.431236,
,,,,,,,,,,,,,,,,6.246987,-75.569392,1500.501465,-1.000000,-1.000000,1527538254.337966,
,,,,,,,,,,,,,,,,6.246983,-75.569396,1500.501465,-1.000000,-1.000000,1527538254.427765,
,,,,,,,,,,,,,,,,6.246983,-75.569396,1500.501465,-1.000000,-1.000000,1527538254.430559,
,,,,,,,,,,,,,,,,6.246983,-75.569396,1500.501465,-1.000000,-1.000000,1527538254.470961,
,,,,,,,,,,,,,,,,6.246983,-75.569396,1500.501465,-1.000000,-1.000000,1527538254.482662,
1527538254.722960,0.083826,0.479383,1.021945,0.435835,0.084800,1.345488,0.074290,-0.461232,-0.884164,-0.038691,-0.046046,-0.027625,7.605665,-21.709278,-14.877331,,,,,,,
,,,,,,,,,,,,,,,,6.246985,-75.569452,1500.379150,-1.000000,-1.000000,1527538254.771700,
1527538255.723366,0.129501,0.503233,0.964640,-0.035788,-0.157564,0.097474,0.113129,-0.482260,-0.868692,0.007461,0.038107,0.007226,9.629026,-21.787266,-12.941677,,,,,,,
,,,,,,,,,,,,,,,,6.246986,-75.569453,1500.294556,-1.000000,-1.000000,1527538256.001904,
,,,,,,,,,,,,,,,,6.246957,-75.569361,1500.336914,-1.000000,-1.000000,1527538256.339836,
1527538256.723772,0.138727,0.518177,0.928806,0.012268,0.006254,-0.051393,0.120129,-0.495297,-0.860377,-0.002453,0.011441,0.011729,10.746626,-22.613758,-12.201565,,,,,,,
1527538257.724200,0.135841,0.516253,0.907832,-0.048019,0.030175,0.016488,0.117775,-0.493625,-0.861663,0.000710,0.008472,-0.000398,11.655241,-21.564960,-11.605312,,,,,,,
1527538258.724598,0.134434,0.519180,0.920546,-0.111546,0.043088,0.002064,0.116368,-0.496168,-0.860393,-0.007801,0.016752,0.015880,11.497633,-22.390400,-10.406277,,,,,,,
1527538259.725026,0.136308,0.507077,0.910863,0.052703,0.048988,0.037047,0.118787,-0.485624,-0.866059,0.005908,0.016249,-0.007644,11.643690,-22.840656,-10.183422,,,,,,,
1527538260.725470,0.134591,0.507139,0.910575,-0.044073,0.025727,-0.014403,0.117296,-0.485678,-0.866232,-0.010210,0.002371,0.021704,12.093046,-22.916111,-10.186764,,,,,,,
1527538261.725904,0.136044,0.436609,0.901420,-0.063419,0.025813,-0.008478,0.122902,-0.422869,-0.897818,0.009194,0.013583,-0.009455,12.472517,-22.465839,-11.463284,,,,,,,
,,,,,,,,,,,,,,,,6.246981,-75.569341,1500.299561,-1.000000,-1.000000,1527538262.426442,
1527538262.726336,0.130308,0.421447,0.901559,-0.002027,0.016080,0.005875,0.118570,-0.409081,-0.904762,-0.000192,0.008401,0.000999,11.955473,-21.565037,-12.057415,,,,,,,
,,,,,,,,,,,,,,,,6.246992,-75.569350,1487.135777,0.000000,213.750000,1527538263.680803,
1527538263.726784,0.276396,0.484096,0.961997,-0.630254,1.356593,0.419353,0.241534,-0.465408,-0.851502,-0.086963,-0.005829,0.268159,12.836668,-23.592487,-8.918652,,,,,,,
,,,,,,,,,,,,,,,,6.246986,-75.569385,1488.007114,7.620000,-1.000000,1527538264.672533,
1527538264.727171,0.686874,0.109875,1.097411,0.899346,-0.311215,-0.785194,0.630299,-0.109654,-0.768569,0.069667,-0.029644,0.041824,18.957426,-18.347431,-11.273373,,,,,,,
,,,,,,,,,,,,,,,,6.246982,-75.569408,1487.832310,1.240000,242.578125,1527538265.678060,
1527538265.727606,1.240324,0.002706,0.880127,-1.823698,4.434764,-0.737202,0.945884,-0.002706,-0.324488,-0.011360,-0.042704,0.023997,25.356459,-14.834660,0.390614,,,,,,,
,,,,,,,,,,,,,,,,6.246996,-75.569420,1487.318150,0.990000,-1.000000,1527538266.685442,
1527538266.728053,0.912097,0.327289,1.116729,-0.195487,0.402262,-0.291626,0.748811,-0.321477,-0.579597,0.028685,0.034398,0.034706,17.126326,-21.648640,-5.193813,,,,,,,
,,,,,,,,,,,,,,,,6.247027,-75.569436,1487.599155,4.400000,314.296875,1527538267.687686,
1527538267.728466,0.904727,0.199982,1.071651,-0.205309,-0.146539,-0.149295,0.770587,-0.198651,-0.605585,-0.014621,-0.007159,-0.004522,18.257444,-21.048756,-7.225231,,,,,,,
,,,,,,,,,,,,,,,,6.247054,-75.569460,1488.002476,4.400000,316.406250,1527538268.677009,
1527538268.728904,1.086103,0.163745,1.788220,-1.124325,-0.003294,0.598049,0.872982,-0.163014,-0.459704,0.017887,0.029194,0.009433,14.051970,-22.016788,-12.748211,,,,,,,
,,,,,,,,,,,,,,,,6.247098,-75.569457,1488.366856,7.800000,320.273438,1527538269.677550,
1527538269.729337,0.901041,0.340715,1.386087,0.962863,-0.446229,-1.162555,0.738907,-0.334161,-0.585108,-0.076706,0.166406,0.246531,13.285597,-23.593983,-6.821789,,,,,,,
,,,,,,,,,,,,,,,,6.247079,-75.569393,1487.951206,7.800000,-1.000000,1527538270.674883,
1527538270.729810,0.703248,0.067281,1.342701,-0.655776,-0.505957,-0.745864,0.645236,-0.067230,-0.761020,0.165967,0.004578,-0.019132,18.659681,-18.121784,-11.945736,,,,,,,
,,,,,,,,,,,,,,,,6.247087,-75.569382,1487.616489,0.350000,-1.000000,1527538271.673871,
1527538271.730227,0.687322,0.132357,1.410170,0.369623,-0.353846,-0.122910,0.628920,-0.131971,-0.766187,0.070650,-0.037386,0.030775,16.539930,-20.370319,-10.661510,,,,,,,
,,,,,,,,,,,,,,,,6.246897,-75.569302,1488.047276,0.680000,338.554688,1527538272.672410,
1527538272.730694,0.438334,0.075626,1.373411,-0.190106,-0.839773,-2.121315,0.423218,-0.075554,-0.902872,-0.009797,0.013909,0.156504,12.797499,-19.764149,-15.508801,,,,,,,
,,,,,,,,,,,,,,,,6.246896,-75.569281,1488.016148,0.680000,203.906250,1527538273.688862,
1527538273.731141,0.052282,0.054475,1.252675,0.323371,2.301561,0.123727,0.052181,-0.054449,-0.997152,0.219639,-0.157878,0.111669,8.013899,-18.107059,-20.121181,,,,,,,
,,,,,,,,,,,,,,,,6.246916,-75.569338,1490.002598,0.780000,328.359375,1527538274.676991,
1527538274.731601,0.214997,-0.074227,1.643628,0.061420,-0.151124,-0.417381,0.212757,0.074159,-0.974287,0.057583,-0.118608,0.038130,8.329115,-16.233082,-18.693691,,,,,,,
,,,,,,,,,,,,,,,,6.246989,-75.569334,1491.205235,4.480000,21.093750,1527538275.691197,
1527538275.732073,0.182323,0.022358,1.582546,-0.044320,0.085559,0.080412,0.181269,-0.022356,-0.983179,0.099386,-0.038847,0.071802,3.760557,-24.253895,-17.931774,,,,,,,
,,,,,,,,,,,,,,,,6.246927,-75.569312,1490.556065,4.480000,64.335938,1527538276.679949,
1527538276.732498,0.667025,-0.008508,1.912028,0.544610,-0.227339,-0.407457,0.618629,0.008508,-0.785637,0.203668,-0.121484,0.002099,-3.182665,-20.497105,-17.648769,,,,,,,
,,,,,,,,,,,,,,,,6.246847,-75.569313,1494.912266,-1.000000,-1.000000,1527538277.685743,
1527538277.732971,0.165181,0.335224,1.985765,-1.439903,-1.902797,0.557215,0.155278,-0.328981,-0.931483,-0.118795,0.068788,0.097727,-13.106844,-22.742268,-7.459911,,,,,,,
,,,,,,,,,,,,,,,,6.246784,-75.569384,1495.098667,3.120000,129.726562,1527538278.672495,
1527538278.733407,-0.097150,0.249285,1.914359,0.281252,0.010638,0.006364,-0.093999,-0.246711,-0.964519,0.037679,-0.105294,0.044948,-26.031023,-16.729664,-6.829418,,,,,,,
,,,,,,,,,,,,,,,,6.246796,-75.569367,1495.098389,1.439725,-1.000000,1527538279.673221,
1527538279.733846,0.016304,0.293312,1.929469,0.006715,-0.034279,-0.053642,0.015607,-0.289124,-0.957164,-0.041135,0.072007,0.101284,-27.576204,-31.200291,-12.479778,,,,,,,
,,,,,,,,,,,,,,,,6.246845,-75.569366,1494.140381,3.379856,130.183995,1527538280.673305,
1527538280.734282,0.003423,0.316075,1.856971,0.044090,-0.056363,0.023193,0.003254,-0.310838,-0.950457,-0.032978,0.092821,0.055621,-36.393799,-26.994801,-5.807537,,,,,,,
,,,,,,,,,,,,,,,,6.246816,-75.569179,1491.293858,4.240000,118.828125,1527538281.680934,
1527538281.734750,0.019599,0.308084,1.802324,0.376756,0.051005,0.069507,0.018675,-0.303233,-0.952733,0.104967,0.071956,0.114034,-51.512756,-31.857319,-0.538860,,,,,,,
,,,,,,,,,,,,,,,,6.246785,-75.569168,1490.207432,4.120000,108.281250,1527538282.672416,
1527538282.735172,0.009461,0.285951,1.823228,0.113990,0.127479,0.064997,0.009077,-0.282070,-0.959351,0.027224,-0.005803,-0.095428,-53.844910,-32.754505,-1.499783,,,,,,,
,,,,,,,,,,,,,,,,6.246804,-75.569127,1489.364170,4.240000,108.984375,1527538283.686878,
1527538283.735623,-0.022585,0.276849,1.873013,-0.004828,-0.117842,0.012573,-0.021723,-0.273326,-0.961676,0.035502,0.024440,0.028296,-58.757156,-28.250141,-0.404140,,,,,,,
,,,,,,,,,,,,,,,,6.246847,-75.569016,1487.643467,4.400000,104.765625,1527538284.682752,
1527538284.736050,0.140843,0.296611,1.561812,0.069323,0.207784,1.233525,0.134248,-0.292280,-0.946863,-0.138108,0.592100,0.083734,-45.974762,-41.765644,5.022602,,,,,,,
,,,,,,,,,,,,,,,,6.246799,-75.568979,1487.245152,4.400000,106.523438,1527538285.668431,
1527538285.736471,0.257176,0.105480,1.734100,0.242148,-0.235579,0.254007,0.252936,-0.105284,-0.961737,-0.042701,0.042220,-0.037012,-50.004456,-40.402897,-12.420788,,,,,,,
,,,,,,,,,,,,,,,,6.246866,-75.569061,1487.053379,3.030000,115.664062,1527538286.673577,
1527538286.736906,0.227018,0.125441,1.778603,-0.048000,-0.161548,-0.053513,0.223305,-0.125112,-0.966686,0.020637,0.054540,-0.043843,-39.200272,-30.815998,-7.822445,,,,,,,
,,,,,,,,,,,,,,,,6.246873,-75.569004,1486.371494,3.030000,104.062500,1527538287.689943,
1527538287.737343,0.192155,0.150617,1.778451,0.114879,0.081615,0.025642,0.188812,-0.150048,-0.970482,0.017975,-0.101813,0.030953,-57.767548,-35.673420,-5.829617,,,,,,,
,,,,,,,,,,,,,,,,6.246842,-75.568947,1488.465733,3.390000,89.648438,1527538288.692364,
1527538288.737767,-0.918481,0.088075,2.548284,1.470301,-0.096313,0.574310,-0.791599,-0.087961,-0.604675,0.063984,0.168360,-0.354126,-43.378372,1.113674,41.186634,,,,,,,
,,,,,,,,,,,,,,,,6.246816,-75.568920,1487.998936,3.390000,125.507812,1527538289.682097,
1527538289.738219,-0.775091,0.476869,2.595923,-0.299922,0.014840,-0.051625,-0.621711,-0.459000,-0.634661,0.011558,0.043839,-0.027174,-51.023743,1.423321,37.190922,,,,,,,
,,,,,,,,,,,,,,,,6.246824,-75.568855,1486.715000,2.670000,126.914062,1527538290.669434,
1527538290.738650,-0.635281,0.330551,2.610275,-2.825651,2.924205,-1.790536,-0.561279,-0.324565,-0.761330,-0.195511,0.046549,0.333733,-45.111572,16.947628,26.763340,,,,,,,
,,,,,,,,,,,,,,,,6.246804,-75.568803,1486.440098,2.670000,140.976562,1527538291.669834,
1527538291.739071,0.206404,0.381742,1.285468,0.326581,0.140237,0.005034,0.190189,-0.372538,-0.908319,0.127102,-0.069601,0.020242,-44.759384,-48.295963,13.247761,,,,,,,
1527538292.739503,0.096641,0.457646,1.225608,0.085174,-0.546401,-0.186961,0.086561,-0.441838,-0.892909,-0.164061,0.016392,-0.143682,-25.534807,-45.315937,14.770649,,,,,,,
,,,,,,,,,,,,,,,,6.246819,-75.568601,1488.286655,2.560000,145.546875,1527538293.670324,
