time,lat,lng,accuracy,altitude,speed,satellites in view,satellites in use
40418,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
41474,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
42466,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
43468,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
44466,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
45469,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
46467,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
47467,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
48467,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
49517,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
50568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
51566,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
52566,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
53568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
54568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
55569,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
56570,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
57624,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
58619,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
59667,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
60667,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
61669,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
62667,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
63719,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
64722,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
65717,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
66766,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
67767,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
68818,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
69820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
70867,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
71866,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
72869,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
73868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
74916,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
75918,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
76917,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
77918,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
78919,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
79971,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
80967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
81967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
82968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
83975,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
84967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
85967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
86968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
87967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
88968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
90017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
91016,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
92017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
93017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
94019,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
95017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
96017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
97018,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
98025,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
99074,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
100069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
101065,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
102067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
103068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
104067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
105065,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
106065,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
107069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
108069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
109117,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
110116,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
111116,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
112119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
113119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
114122,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
115120,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
116119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
117119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
118119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
119122,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
120122,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
121119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
122169,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
123168,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
124169,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
125219,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
126221,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
127268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
128268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
129274,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
130270,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
131268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
132268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
133268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
134268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
135317,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
136319,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
137318,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
138319,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
139320,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
140372,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
141371,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
142418,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
143416,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
144419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
145419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
146420,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
147419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
148419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
149420,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
150419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
151421,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
152421,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
153470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
154523,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
155521,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
156521,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
157522,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
158568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
159622,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
160623,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
161671,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
162671,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
163717,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
164721,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
165768,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
166768,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
167820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
168820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
169874,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
170865,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
171865,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
172871,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
173917,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
174922,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
175969,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
176966,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
177967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
178966,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
179976,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
181017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
182021,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
183023,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
184072,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
185064,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
186069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
187069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
188067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
189065,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
190065,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
191066,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
192067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
193068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
194065,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
195069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
196072,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
197115,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
198117,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
199120,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
200118,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
201119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
202118,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
203119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
204169,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
205166,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
206167,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
207217,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
208216,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
209217,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
210217,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
211219,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
212216,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
213216,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
214218,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
215218,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
216219,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
217218,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
218267,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
219268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
220265,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
221268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
222267,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
223267,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
224267,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
225266,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
226266,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
227267,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
228316,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
229317,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
230315,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
231317,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
232316,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
233365,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
234365,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
235367,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
236366,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
237373,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
238368,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
239368,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
240370,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
241369,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
242419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
243468,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
244468,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
245469,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
246519,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
247519,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
248568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
249569,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
250568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
251568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
252570,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
253570,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
254572,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
255571,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
256622,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
257621,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
258669,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
259719,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
260718,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
261719,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
262718,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
263721,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
264719,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
265770,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
266768,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
267770,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
268768,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
269768,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
270769,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
271769,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
272819,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
273820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
274818,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
275819,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
276820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
277868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
278868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
279871,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
280921,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
281970,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
283022,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
284020,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
285021,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
286021,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
287022,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
288020,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
289021,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
290021,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
291020,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
292022,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
293070,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
294070,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
295070,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
296123,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
297122,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
298170,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
299170,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
300170,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
301221,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
302221,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
303270,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
304322,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
305370,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
306370,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
307372,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
308420,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
309421,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
310421,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
311420,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
312421,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
313470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
314470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
315470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
316470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
317472,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
318470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
319469,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
320471,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
321521,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
322571,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
323621,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
324667,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
325671,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
326670,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
327668,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
328668,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
329668,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
330719,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
331720,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
332719,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
333723,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
334717,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
335721,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
336721,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
337721,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
338771,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
339817,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
340820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
341822,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
342821,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
343820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
344820,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
345868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
346868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
347868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
348868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
349867,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
350868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
351868,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
352918,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
353919,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
354917,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
355918,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
356918,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
357968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
358970,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
359967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
360967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
361967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
362968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
363968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
364966,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
365968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
366970,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
367969,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
368970,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
369967,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
370968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
371968,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
373019,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
374019,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
375017,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
376018,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
377018,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
378018,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
379019,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
380019,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
381068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
382067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
383069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
384068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
385068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
386068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
387068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
388067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
389068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
390067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
391068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
392069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
393067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
394067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
395067,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
396068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
397068,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
398069,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
399118,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
400119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
401119,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
402118,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
403120,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
404120,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
405121,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
406168,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
407167,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
408169,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
409218,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
410219,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
411217,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
412220,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
413268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
414269,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
415268,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
416269,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
417319,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
418317,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
419318,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
420319,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
421319,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
422370,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
423418,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
424418,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
425417,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
426418,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
427419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
428418,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
429419,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
430470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
431470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
432470,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
433517,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
434519,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
435568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
436572,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
437569,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
438568,6.24878490,-75.56848600,122,0.00000,0.00000,0,0
